"label","n","parent","id"
"Czech Republic",3,"total  -  War","total  -  War  -  Czech Republic"
"Czech Republic",8,"total  -  Western","total  -  Western  -  Czech Republic"
"Denmark",183,"total  -  Action","total  -  Action  -  Denmark"
"Denmark",1,"total  -  Adult","total  -  Adult  -  Denmark"
"Denmark",121,"total  -  Adventure","total  -  Adventure  -  Denmark"
"Denmark",56,"total  -  Animation","total  -  Animation  -  Denmark"
"Denmark",18,"total  -  Biography","total  -  Biography  -  Denmark"
"Denmark",179,"total  -  Comedy","total  -  Comedy  -  Denmark"
"Denmark",154,"total  -  Crime","total  -  Crime  -  Denmark"
"Denmark",21,"total  -  Documentary","total  -  Documentary  -  Denmark"
"Denmark",318,"total  -  Drama","total  -  Drama  -  Denmark"
"Denmark",26,"total  -  Family","total  -  Family  -  Denmark"
"Denmark",54,"total  -  Fantasy","total  -  Fantasy  -  Denmark"
"Denmark",10,"total  -  Game Show","total  -  Game Show  -  Denmark"
"Denmark",4,"total  -  History","total  -  History  -  Denmark"
"Denmark",26,"total  -  Horror","total  -  Horror  -  Denmark"
"Denmark",3,"total  -  Music","total  -  Music  -  Denmark"
"Denmark",1,"total  -  Musical","total  -  Musical  -  Denmark"
"Denmark",54,"total  -  Mystery","total  -  Mystery  -  Denmark"
"Denmark",21,"total  -  Reality TV","total  -  Reality TV  -  Denmark"
"Denmark",79,"total  -  Romance","total  -  Romance  -  Denmark"
"Denmark",23,"total  -  Sci Fi","total  -  Sci Fi  -  Denmark"
"Denmark",10,"total  -  Sport","total  -  Sport  -  Denmark"
"Denmark",2,"total  -  Talk Show","total  -  Talk Show  -  Denmark"
"Denmark",65,"total  -  Thriller","total  -  Thriller  -  Denmark"
"Denmark",11,"total  -  War","total  -  War  -  Denmark"
"Denmark",13,"total  -  Western","total  -  Western  -  Denmark"
"Dominican Republic",173,"total  -  Action","total  -  Action  -  Dominican Republic"
"Dominican Republic",1,"total  -  Adult","total  -  Adult  -  Dominican Republic"
"Dominican Republic",108,"total  -  Adventure","total  -  Adventure  -  Dominican Republic"
"Dominican Republic",51,"total  -  Animation","total  -  Animation  -  Dominican Republic"
"Dominican Republic",6,"total  -  Biography","total  -  Biography  -  Dominican Republic"
"Dominican Republic",157,"total  -  Comedy","total  -  Comedy  -  Dominican Republic"
"Dominican Republic",123,"total  -  Crime","total  -  Crime  -  Dominican Republic"
"Dominican Republic",11,"total  -  Documentary","total  -  Documentary  -  Dominican Republic"
"Dominican Republic",277,"total  -  Drama","total  -  Drama  -  Dominican Republic"
"Dominican Republic",18,"total  -  Family","total  -  Family  -  Dominican Republic"
"Dominican Republic",45,"total  -  Fantasy","total  -  Fantasy  -  Dominican Republic"
"Dominican Republic",2,"total  -  Game Show","total  -  Game Show  -  Dominican Republic"
"Dominican Republic",2,"total  -  History","total  -  History  -  Dominican Republic"
"Dominican Republic",28,"total  -  Horror","total  -  Horror  -  Dominican Republic"
"Dominican Republic",31,"total  -  Music","total  -  Music  -  Dominican Republic"
"Dominican Republic",3,"total  -  Musical","total  -  Musical  -  Dominican Republic"
"Dominican Republic",38,"total  -  Mystery","total  -  Mystery  -  Dominican Republic"
"Dominican Republic",3,"total  -  Reality TV","total  -  Reality TV  -  Dominican Republic"
"Dominican Republic",79,"total  -  Romance","total  -  Romance  -  Dominican Republic"
"Dominican Republic",20,"total  -  Sci Fi","total  -  Sci Fi  -  Dominican Republic"
"Dominican Republic",4,"total  -  Sport","total  -  Sport  -  Dominican Republic"
"Dominican Republic",76,"total  -  Thriller","total  -  Thriller  -  Dominican Republic"
"Dominican Republic",4,"total  -  War","total  -  War  -  Dominican Republic"
"Dominican Republic",6,"total  -  Western","total  -  Western  -  Dominican Republic"
"Ecuador",145,"total  -  Action","total  -  Action  -  Ecuador"
"Ecuador",1,"total  -  Adult","total  -  Adult  -  Ecuador"
"Ecuador",120,"total  -  Adventure","total  -  Adventure  -  Ecuador"
"Ecuador",70,"total  -  Animation","total  -  Animation  -  Ecuador"
"Ecuador",3,"total  -  Biography","total  -  Biography  -  Ecuador"
"Ecuador",206,"total  -  Comedy","total  -  Comedy  -  Ecuador"
"Ecuador",91,"total  -  Crime","total  -  Crime  -  Ecuador"
"Ecuador",9,"total  -  Documentary","total  -  Documentary  -  Ecuador"
"Ecuador",262,"total  -  Drama","total  -  Drama  -  Ecuador"
"Ecuador",15,"total  -  Family","total  -  Family  -  Ecuador"
"Ecuador",38,"total  -  Fantasy","total  -  Fantasy  -  Ecuador"
"Ecuador",1,"total  -  History","total  -  History  -  Ecuador"
"Ecuador",25,"total  -  Horror","total  -  Horror  -  Ecuador"
"Ecuador",30,"total  -  Music","total  -  Music  -  Ecuador"
"Ecuador",1,"total  -  Musical","total  -  Musical  -  Ecuador"
"Ecuador",35,"total  -  Mystery","total  -  Mystery  -  Ecuador"
"Ecuador",3,"total  -  Reality TV","total  -  Reality TV  -  Ecuador"
"Ecuador",105,"total  -  Romance","total  -  Romance  -  Ecuador"
"Ecuador",19,"total  -  Sci Fi","total  -  Sci Fi  -  Ecuador"
"Ecuador",3,"total  -  Sport","total  -  Sport  -  Ecuador"
"Ecuador",71,"total  -  Thriller","total  -  Thriller  -  Ecuador"
"Ecuador",2,"total  -  War","total  -  War  -  Ecuador"
"Ecuador",3,"total  -  Western","total  -  Western  -  Ecuador"
"Egypt",189,"total  -  Action","total  -  Action  -  Egypt"
"Egypt",112,"total  -  Adventure","total  -  Adventure  -  Egypt"
"Egypt",32,"total  -  Animation","total  -  Animation  -  Egypt"
"Egypt",15,"total  -  Biography","total  -  Biography  -  Egypt"
"Egypt",186,"total  -  Comedy","total  -  Comedy  -  Egypt"
"Egypt",121,"total  -  Crime","total  -  Crime  -  Egypt"
"Egypt",9,"total  -  Documentary","total  -  Documentary  -  Egypt"
"Egypt",342,"total  -  Drama","total  -  Drama  -  Egypt"
"Egypt",18,"total  -  Family","total  -  Family  -  Egypt"
"Egypt",51,"total  -  Fantasy","total  -  Fantasy  -  Egypt"
"Egypt",4,"total  -  Game Show","total  -  Game Show  -  Egypt"
"Egypt",6,"total  -  History","total  -  History  -  Egypt"
"Egypt",35,"total  -  Horror","total  -  Horror  -  Egypt"
"Egypt",1,"total  -  Music","total  -  Music  -  Egypt"
"Egypt",1,"total  -  Musical","total  -  Musical  -  Egypt"
"Egypt",48,"total  -  Mystery","total  -  Mystery  -  Egypt"
"Egypt",6,"total  -  Reality TV","total  -  Reality TV  -  Egypt"
"Egypt",86,"total  -  Romance","total  -  Romance  -  Egypt"
"Egypt",29,"total  -  Sci Fi","total  -  Sci Fi  -  Egypt"
"Egypt",1,"total  -  Sport","total  -  Sport  -  Egypt"
"Egypt",73,"total  -  Thriller","total  -  Thriller  -  Egypt"
"Egypt",3,"total  -  War","total  -  War  -  Egypt"
"Egypt",8,"total  -  Western","total  -  Western  -  Egypt"
"El Salvador",134,"total  -  Action","total  -  Action  -  El Salvador"
"El Salvador",1,"total  -  Adult","total  -  Adult  -  El Salvador"
"El Salvador",108,"total  -  Adventure","total  -  Adventure  -  El Salvador"
"El Salvador",65,"total  -  Animation","total  -  Animation  -  El Salvador"
"El Salvador",3,"total  -  Biography","total  -  Biography  -  El Salvador"
"El Salvador",196,"total  -  Comedy","total  -  Comedy  -  El Salvador"
"El Salvador",106,"total  -  Crime","total  -  Crime  -  El Salvador"
"El Salvador",10,"total  -  Documentary","total  -  Documentary  -  El Salvador"
"El Salvador",280,"total  -  Drama","total  -  Drama  -  El Salvador"
"El Salvador",16,"total  -  Family","total  -  Family  -  El Salvador"
"El Salvador",39,"total  -  Fantasy","total  -  Fantasy  -  El Salvador"
"El Salvador",1,"total  -  History","total  -  History  -  El Salvador"
"El Salvador",22,"total  -  Horror","total  -  Horror  -  El Salvador"
"El Salvador",29,"total  -  Music","total  -  Music  -  El Salvador"
"El Salvador",36,"total  -  Mystery","total  -  Mystery  -  El Salvador"
"El Salvador",2,"total  -  Reality TV","total  -  Reality TV  -  El Salvador"
"El Salvador",108,"total  -  Romance","total  -  Romance  -  El Salvador"
"El Salvador",18,"total  -  Sci Fi","total  -  Sci Fi  -  El Salvador"
"El Salvador",4,"total  -  Sport","total  -  Sport  -  El Salvador"
"El Salvador",70,"total  -  Thriller","total  -  Thriller  -  El Salvador"
"El Salvador",2,"total  -  War","total  -  War  -  El Salvador"
"El Salvador",3,"total  -  Western","total  -  Western  -  El Salvador"
"Estonia",183,"total  -  Action","total  -  Action  -  Estonia"
"Estonia",129,"total  -  Adventure","total  -  Adventure  -  Estonia"
"Estonia",52,"total  -  Animation","total  -  Animation  -  Estonia"
"Estonia",17,"total  -  Biography","total  -  Biography  -  Estonia"
"Estonia",208,"total  -  Comedy","total  -  Comedy  -  Estonia"
"Estonia",123,"total  -  Crime","total  -  Crime  -  Estonia"
"Estonia",16,"total  -  Documentary","total  -  Documentary  -  Estonia"
"Estonia",286,"total  -  Drama","total  -  Drama  -  Estonia"
"Estonia",29,"total  -  Family","total  -  Family  -  Estonia"
"Estonia",61,"total  -  Fantasy","total  -  Fantasy  -  Estonia"
"Estonia",8,"total  -  Game Show","total  -  Game Show  -  Estonia"
"Estonia",2,"total  -  History","total  -  History  -  Estonia"
"Estonia",30,"total  -  Horror","total  -  Horror  -  Estonia"
"Estonia",5,"total  -  Music","total  -  Music  -  Estonia"
"Estonia",55,"total  -  Mystery","total  -  Mystery  -  Estonia"
"Estonia",15,"total  -  Reality TV","total  -  Reality TV  -  Estonia"
"Estonia",77,"total  -  Romance","total  -  Romance  -  Estonia"
"Estonia",61,"total  -  Sci Fi","total  -  Sci Fi  -  Estonia"
"Estonia",7,"total  -  Sport","total  -  Sport  -  Estonia"
"Estonia",1,"total  -  Talk Show","total  -  Talk Show  -  Estonia"
"Estonia",51,"total  -  Thriller","total  -  Thriller  -  Estonia"
"Estonia",3,"total  -  War","total  -  War  -  Estonia"
"Estonia",9,"total  -  Western","total  -  Western  -  Estonia"
"Finland",198,"total  -  Action","total  -  Action  -  Finland"
"Finland",1,"total  -  Adult","total  -  Adult  -  Finland"
"Finland",116,"total  -  Adventure","total  -  Adventure  -  Finland"
"Finland",56,"total  -  Animation","total  -  Animation  -  Finland"
"Finland",15,"total  -  Biography","total  -  Biography  -  Finland"
"Finland",173,"total  -  Comedy","total  -  Comedy  -  Finland"
"Finland",158,"total  -  Crime","total  -  Crime  -  Finland"
"Finland",18,"total  -  Documentary","total  -  Documentary  -  Finland"
"Finland",342,"total  -  Drama","total  -  Drama  -  Finland"
"Finland",25,"total  -  Family","total  -  Family  -  Finland"
"Finland",49,"total  -  Fantasy","total  -  Fantasy  -  Finland"
"Finland",8,"total  -  Game Show","total  -  Game Show  -  Finland"
"Finland",2,"total  -  History","total  -  History  -  Finland"
"Finland",29,"total  -  Horror","total  -  Horror  -  Finland"
"Finland",5,"total  -  Music","total  -  Music  -  Finland"
"Finland",54,"total  -  Mystery","total  -  Mystery  -  Finland"
"Finland",12,"total  -  Reality TV","total  -  Reality TV  -  Finland"
"Finland",77,"total  -  Romance","total  -  Romance  -  Finland"
"Finland",31,"total  -  Sci Fi","total  -  Sci Fi  -  Finland"
"Finland",10,"total  -  Sport","total  -  Sport  -  Finland"
"Finland",2,"total  -  Talk Show","total  -  Talk Show  -  Finland"
"Finland",63,"total  -  Thriller","total  -  Thriller  -  Finland"
"Finland",10,"total  -  War","total  -  War  -  Finland"
"Finland",9,"total  -  Western","total  -  Western  -  Finland"
"France",203,"total  -  Action","total  -  Action  -  France"
"France",138,"total  -  Adventure","total  -  Adventure  -  France"
"France",52,"total  -  Animation","total  -  Animation  -  France"
"France",10,"total  -  Biography","total  -  Biography  -  France"
"France",166,"total  -  Comedy","total  -  Comedy  -  France"
"France",161,"total  -  Crime","total  -  Crime  -  France"
"France",18,"total  -  Documentary","total  -  Documentary  -  France"
"France",333,"total  -  Drama","total  -  Drama  -  France"
"France",22,"total  -  Family","total  -  Family  -  France"
"France",70,"total  -  Fantasy","total  -  Fantasy  -  France"
"France",3,"total  -  Game Show","total  -  Game Show  -  France"
"France",3,"total  -  History","total  -  History  -  France"
"France",41,"total  -  Horror","total  -  Horror  -  France"
"France",20,"total  -  Music","total  -  Music  -  France"
"France",1,"total  -  Musical","total  -  Musical  -  France"
"France",46,"total  -  Mystery","total  -  Mystery  -  France"
"France",5,"total  -  Reality TV","total  -  Reality TV  -  France"
"France",73,"total  -  Romance","total  -  Romance  -  France"
"France",55,"total  -  Sci Fi","total  -  Sci Fi  -  France"
"France",6,"total  -  Sport","total  -  Sport  -  France"
"France",80,"total  -  Thriller","total  -  Thriller  -  France"
"France",6,"total  -  War","total  -  War  -  France"
"France",8,"total  -  Western","total  -  Western  -  France"
"Germany",199,"total  -  Action","total  -  Action  -  Germany"
"Germany",4,"total  -  Adult","total  -  Adult  -  Germany"
"Germany",167,"total  -  Adventure","total  -  Adventure  -  Germany"
"Germany",49,"total  -  Animation","total  -  Animation  -  Germany"
"Germany",15,"total  -  Biography","total  -  Biography  -  Germany"
"Germany",181,"total  -  Comedy","total  -  Comedy  -  Germany"
"Germany",155,"total  -  Crime","total  -  Crime  -  Germany"
"Germany",19,"total  -  Documentary","total  -  Documentary  -  Germany"
"Germany",306,"total  -  Drama","total  -  Drama  -  Germany"
"Germany",57,"total  -  Family","total  -  Family  -  Germany"
"Germany",77,"total  -  Fantasy","total  -  Fantasy  -  Germany"
"Germany",5,"total  -  Game Show","total  -  Game Show  -  Germany"
"Germany",4,"total  -  History","total  -  History  -  Germany"
"Germany",40,"total  -  Horror","total  -  Horror  -  Germany"
"Germany",2,"total  -  Music","total  -  Music  -  Germany"
"Germany",2,"total  -  Musical","total  -  Musical  -  Germany"
"Germany",52,"total  -  Mystery","total  -  Mystery  -  Germany"
"Germany",7,"total  -  Reality TV","total  -  Reality TV  -  Germany"
"Germany",73,"total  -  Romance","total  -  Romance  -  Germany"
"Germany",29,"total  -  Sci Fi","total  -  Sci Fi  -  Germany"
"Germany",10,"total  -  Sport","total  -  Sport  -  Germany"
"Germany",1,"total  -  Talk Show","total  -  Talk Show  -  Germany"
"Germany",80,"total  -  Thriller","total  -  Thriller  -  Germany"
"Germany",3,"total  -  War","total  -  War  -  Germany"
"Germany",7,"total  -  Western","total  -  Western  -  Germany"
"Greece",182,"total  -  Action","total  -  Action  -  Greece"
"Greece",123,"total  -  Adventure","total  -  Adventure  -  Greece"
"Greece",49,"total  -  Animation","total  -  Animation  -  Greece"
"Greece",12,"total  -  Biography","total  -  Biography  -  Greece"
"Greece",170,"total  -  Comedy","total  -  Comedy  -  Greece"
"Greece",147,"total  -  Crime","total  -  Crime  -  Greece"
"Greece",13,"total  -  Documentary","total  -  Documentary  -  Greece"
"Greece",341,"total  -  Drama","total  -  Drama  -  Greece"
"Greece",23,"total  -  Family","total  -  Family  -  Greece"
"Greece",61,"total  -  Fantasy","total  -  Fantasy  -  Greece"
"Greece",6,"total  -  Game Show","total  -  Game Show  -  Greece"
"Greece",4,"total  -  History","total  -  History  -  Greece"
"Greece",32,"total  -  Horror","total  -  Horror  -  Greece"
"Greece",3,"total  -  Music","total  -  Music  -  Greece"
"Greece",55,"total  -  Mystery","total  -  Mystery  -  Greece"
"Greece",7,"total  -  Reality TV","total  -  Reality TV  -  Greece"
"Greece",86,"total  -  Romance","total  -  Romance  -  Greece"
"Greece",39,"total  -  Sci Fi","total  -  Sci Fi  -  Greece"
"Greece",6,"total  -  Sport","total  -  Sport  -  Greece"
"Greece",1,"total  -  Talk Show","total  -  Talk Show  -  Greece"
"Greece",53,"total  -  Thriller","total  -  Thriller  -  Greece"
"Greece",6,"total  -  War","total  -  War  -  Greece"
"Greece",10,"total  -  Western","total  -  Western  -  Greece"
"Guadeloupe",216,"total  -  Action","total  -  Action  -  Guadeloupe"
"Guadeloupe",121,"total  -  Adventure","total  -  Adventure  -  Guadeloupe"
"Guadeloupe",47,"total  -  Animation","total  -  Animation  -  Guadeloupe"
"Guadeloupe",6,"total  -  Biography","total  -  Biography  -  Guadeloupe"
"Guadeloupe",152,"total  -  Comedy","total  -  Comedy  -  Guadeloupe"
"Guadeloupe",158,"total  -  Crime","total  -  Crime  -  Guadeloupe"
"Guadeloupe",12,"total  -  Documentary","total  -  Documentary  -  Guadeloupe"
"Guadeloupe",315,"total  -  Drama","total  -  Drama  -  Guadeloupe"
"Guadeloupe",18,"total  -  Family","total  -  Family  -  Guadeloupe"
"Guadeloupe",57,"total  -  Fantasy","total  -  Fantasy  -  Guadeloupe"
"Guadeloupe",5,"total  -  Game Show","total  -  Game Show  -  Guadeloupe"
"Guadeloupe",3,"total  -  History","total  -  History  -  Guadeloupe"
"Guadeloupe",32,"total  -  Horror","total  -  Horror  -  Guadeloupe"
"Guadeloupe",31,"total  -  Music","total  -  Music  -  Guadeloupe"
"Guadeloupe",3,"total  -  Musical","total  -  Musical  -  Guadeloupe"
"Guadeloupe",41,"total  -  Mystery","total  -  Mystery  -  Guadeloupe"
"Guadeloupe",9,"total  -  Reality TV","total  -  Reality TV  -  Guadeloupe"
"Guadeloupe",69,"total  -  Romance","total  -  Romance  -  Guadeloupe"
"Guadeloupe",45,"total  -  Sci Fi","total  -  Sci Fi  -  Guadeloupe"
"Guadeloupe",3,"total  -  Sport","total  -  Sport  -  Guadeloupe"
"Guadeloupe",1,"total  -  Talk Show","total  -  Talk Show  -  Guadeloupe"
"Guadeloupe",76,"total  -  Thriller","total  -  Thriller  -  Guadeloupe"
"Guadeloupe",3,"total  -  War","total  -  War  -  Guadeloupe"
"Guadeloupe",10,"total  -  Western","total  -  Western  -  Guadeloupe"
"Guatemala",117,"total  -  Action","total  -  Action  -  Guatemala"
"Guatemala",1,"total  -  Adult","total  -  Adult  -  Guatemala"
"Guatemala",105,"total  -  Adventure","total  -  Adventure  -  Guatemala"
"Guatemala",64,"total  -  Animation","total  -  Animation  -  Guatemala"
"Guatemala",6,"total  -  Biography","total  -  Biography  -  Guatemala"
"Guatemala",208,"total  -  Comedy","total  -  Comedy  -  Guatemala"
"Guatemala",99,"total  -  Crime","total  -  Crime  -  Guatemala"
"Guatemala",8,"total  -  Documentary","total  -  Documentary  -  Guatemala"
"Guatemala",292,"total  -  Drama","total  -  Drama  -  Guatemala"
"Guatemala",17,"total  -  Family","total  -  Family  -  Guatemala"
"Guatemala",37,"total  -  Fantasy","total  -  Fantasy  -  Guatemala"
"Guatemala",2,"total  -  History","total  -  History  -  Guatemala"
"Guatemala",24,"total  -  Horror","total  -  Horror  -  Guatemala"
"Guatemala",30,"total  -  Music","total  -  Music  -  Guatemala"
"Guatemala",1,"total  -  Musical","total  -  Musical  -  Guatemala"
"Guatemala",40,"total  -  Mystery","total  -  Mystery  -  Guatemala"
"Guatemala",2,"total  -  Reality TV","total  -  Reality TV  -  Guatemala"
"Guatemala",115,"total  -  Romance","total  -  Romance  -  Guatemala"
"Guatemala",15,"total  -  Sci Fi","total  -  Sci Fi  -  Guatemala"
"Guatemala",3,"total  -  Sport","total  -  Sport  -  Guatemala"
"Guatemala",67,"total  -  Thriller","total  -  Thriller  -  Guatemala"
"Guatemala",2,"total  -  War","total  -  War  -  Guatemala"
"Guatemala",5,"total  -  Western","total  -  Western  -  Guatemala"
"Honduras",130,"total  -  Action","total  -  Action  -  Honduras"
"Honduras",1,"total  -  Adult","total  -  Adult  -  Honduras"
"Honduras",92,"total  -  Adventure","total  -  Adventure  -  Honduras"
"Honduras",47,"total  -  Animation","total  -  Animation  -  Honduras"
"Honduras",3,"total  -  Biography","total  -  Biography  -  Honduras"
"Honduras",197,"total  -  Comedy","total  -  Comedy  -  Honduras"
"Honduras",109,"total  -  Crime","total  -  Crime  -  Honduras"
"Honduras",10,"total  -  Documentary","total  -  Documentary  -  Honduras"
"Honduras",298,"total  -  Drama","total  -  Drama  -  Honduras"
"Honduras",16,"total  -  Family","total  -  Family  -  Honduras"
"Honduras",36,"total  -  Fantasy","total  -  Fantasy  -  Honduras"
"Honduras",1,"total  -  History","total  -  History  -  Honduras"
"Honduras",25,"total  -  Horror","total  -  Horror  -  Honduras"
"Honduras",30,"total  -  Music","total  -  Music  -  Honduras"
"Honduras",1,"total  -  Musical","total  -  Musical  -  Honduras"
"Honduras",41,"total  -  Mystery","total  -  Mystery  -  Honduras"
"Honduras",3,"total  -  Reality TV","total  -  Reality TV  -  Honduras"
"Honduras",120,"total  -  Romance","total  -  Romance  -  Honduras"
"Honduras",16,"total  -  Sci Fi","total  -  Sci Fi  -  Honduras"
"Honduras",3,"total  -  Sport","total  -  Sport  -  Honduras"
"Honduras",74,"total  -  Thriller","total  -  Thriller  -  Honduras"
"Honduras",2,"total  -  War","total  -  War  -  Honduras"
"Honduras",8,"total  -  Western","total  -  Western  -  Honduras"
"Hong Kong",238,"total  -  Action","total  -  Action  -  Hong Kong"
"Hong Kong",118,"total  -  Adventure","total  -  Adventure  -  Hong Kong"
"Hong Kong",27,"total  -  Animation","total  -  Animation  -  Hong Kong"
"Hong Kong",18,"total  -  Biography","total  -  Biography  -  Hong Kong"
"Hong Kong",142,"total  -  Comedy","total  -  Comedy  -  Hong Kong"
"Hong Kong",120,"total  -  Crime","total  -  Crime  -  Hong Kong"
"Hong Kong",16,"total  -  Documentary","total  -  Documentary  -  Hong Kong"
"Hong Kong",344,"total  -  Drama","total  -  Drama  -  Hong Kong"
"Hong Kong",7,"total  -  Family","total  -  Family  -  Hong Kong"
"Hong Kong",65,"total  -  Fantasy","total  -  Fantasy  -  Hong Kong"
"Hong Kong",5,"total  -  Game Show","total  -  Game Show  -  Hong Kong"
"Hong Kong",5,"total  -  History","total  -  History  -  Hong Kong"
"Hong Kong",45,"total  -  Horror","total  -  Horror  -  Hong Kong"
"Hong Kong",3,"total  -  Music","total  -  Music  -  Hong Kong"
"Hong Kong",1,"total  -  Musical","total  -  Musical  -  Hong Kong"
"Hong Kong",72,"total  -  Mystery","total  -  Mystery  -  Hong Kong"
"Hong Kong",1,"total  -  News","total  -  News  -  Hong Kong"
"Hong Kong",8,"total  -  Reality TV","total  -  Reality TV  -  Hong Kong"
"Hong Kong",120,"total  -  Romance","total  -  Romance  -  Hong Kong"
"Hong Kong",65,"total  -  Sci Fi","total  -  Sci Fi  -  Hong Kong"
"Hong Kong",10,"total  -  Sport","total  -  Sport  -  Hong Kong"
"Hong Kong",83,"total  -  Thriller","total  -  Thriller  -  Hong Kong"
"Hong Kong",5,"total  -  War","total  -  War  -  Hong Kong"
"Hong Kong",2,"total  -  Western","total  -  Western  -  Hong Kong"
"Hungary",184,"total  -  Action","total  -  Action  -  Hungary"
"Hungary",125,"total  -  Adventure","total  -  Adventure  -  Hungary"
"Hungary",67,"total  -  Animation","total  -  Animation  -  Hungary"
"Hungary",12,"total  -  Biography","total  -  Biography  -  Hungary"
"Hungary",197,"total  -  Comedy","total  -  Comedy  -  Hungary"
"Hungary",144,"total  -  Crime","total  -  Crime  -  Hungary"
"Hungary",16,"total  -  Documentary","total  -  Documentary  -  Hungary"
"Hungary",321,"total  -  Drama","total  -  Drama  -  Hungary"
"Hungary",34,"total  -  Family","total  -  Family  -  Hungary"
"Hungary",55,"total  -  Fantasy","total  -  Fantasy  -  Hungary"
"Hungary",7,"total  -  Game Show","total  -  Game Show  -  Hungary"
"Hungary",5,"total  -  History","total  -  History  -  Hungary"
"Hungary",36,"total  -  Horror","total  -  Horror  -  Hungary"
"Hungary",4,"total  -  Music","total  -  Music  -  Hungary"
"Hungary",2,"total  -  Musical","total  -  Musical  -  Hungary"
"Hungary",48,"total  -  Mystery","total  -  Mystery  -  Hungary"
"Hungary",7,"total  -  Reality TV","total  -  Reality TV  -  Hungary"
"Hungary",99,"total  -  Romance","total  -  Romance  -  Hungary"
"Hungary",11,"total  -  Sci Fi","total  -  Sci Fi  -  Hungary"
"Hungary",8,"total  -  Sport","total  -  Sport  -  Hungary"
"Hungary",55,"total  -  Thriller","total  -  Thriller  -  Hungary"
"Hungary",3,"total  -  War","total  -  War  -  Hungary"
"Hungary",10,"total  -  Western","total  -  Western  -  Hungary"
"Iceland",179,"total  -  Action","total  -  Action  -  Iceland"
"Iceland",126,"total  -  Adventure","total  -  Adventure  -  Iceland"
"Iceland",52,"total  -  Animation","total  -  Animation  -  Iceland"
"Iceland",20,"total  -  Biography","total  -  Biography  -  Iceland"
"Iceland",189,"total  -  Comedy","total  -  Comedy  -  Iceland"
"Iceland",147,"total  -  Crime","total  -  Crime  -  Iceland"
"Iceland",30,"total  -  Documentary","total  -  Documentary  -  Iceland"
"Iceland",297,"total  -  Drama","total  -  Drama  -  Iceland"
"Iceland",30,"total  -  Family","total  -  Family  -  Iceland"
"Iceland",36,"total  -  Fantasy","total  -  Fantasy  -  Iceland"
"Iceland",12,"total  -  Game Show","total  -  Game Show  -  Iceland"
"Iceland",3,"total  -  History","total  -  History  -  Iceland"
"Iceland",21,"total  -  Horror","total  -  Horror  -  Iceland"
"Iceland",8,"total  -  Music","total  -  Music  -  Iceland"
"Iceland",48,"total  -  Mystery","total  -  Mystery  -  Iceland"
"Iceland",29,"total  -  Reality TV","total  -  Reality TV  -  Iceland"
"Iceland",71,"total  -  Romance","total  -  Romance  -  Iceland"
"Iceland",52,"total  -  Sci Fi","total  -  Sci Fi  -  Iceland"
"Iceland",9,"total  -  Sport","total  -  Sport  -  Iceland"
"Iceland",3,"total  -  Talk Show","total  -  Talk Show  -  Iceland"
"Iceland",65,"total  -  Thriller","total  -  Thriller  -  Iceland"
"Iceland",5,"total  -  War","total  -  War  -  Iceland"
"Iceland",7,"total  -  Western","total  -  Western  -  Iceland"
"India",256,"total  -  Action","total  -  Action  -  India"
"India",80,"total  -  Adventure","total  -  Adventure  -  India"
"India",10,"total  -  Animation","total  -  Animation  -  India"
"India",4,"total  -  Biography","total  -  Biography  -  India"
"India",172,"total  -  Comedy","total  -  Comedy  -  India"
"India",198,"total  -  Crime","total  -  Crime  -  India"
"India",10,"total  -  Documentary","total  -  Documentary  -  India"
"India",383,"total  -  Drama","total  -  Drama  -  India"
"India",13,"total  -  Family","total  -  Family  -  India"
"India",52,"total  -  Fantasy","total  -  Fantasy  -  India"
"India",6,"total  -  Game Show","total  -  Game Show  -  India"
"India",29,"total  -  Horror","total  -  Horror  -  India"
"India",2,"total  -  Musical","total  -  Musical  -  India"
"India",67,"total  -  Mystery","total  -  Mystery  -  India"
"India",4,"total  -  Reality TV","total  -  Reality TV  -  India"
"India",100,"total  -  Romance","total  -  Romance  -  India"
"India",20,"total  -  Sci Fi","total  -  Sci Fi  -  India"
"India",3,"total  -  Sport","total  -  Sport  -  India"
"India",72,"total  -  Thriller","total  -  Thriller  -  India"
"India",4,"total  -  War","total  -  War  -  India"
"India",2,"total  -  Western","total  -  Western  -  India"
"Indonesia",190,"total  -  Action","total  -  Action  -  Indonesia"
"Indonesia",92,"total  -  Adventure","total  -  Adventure  -  Indonesia"
"Indonesia",17,"total  -  Animation","total  -  Animation  -  Indonesia"
"Indonesia",14,"total  -  Biography","total  -  Biography  -  Indonesia"
"Indonesia",180,"total  -  Comedy","total  -  Comedy  -  Indonesia"
"Indonesia",134,"total  -  Crime","total  -  Crime  -  Indonesia"
"Indonesia",9,"total  -  Documentary","total  -  Documentary  -  Indonesia"
"Indonesia",346,"total  -  Drama","total  -  Drama  -  Indonesia"
"Indonesia",16,"total  -  Family","total  -  Family  -  Indonesia"
"Indonesia",59,"total  -  Fantasy","total  -  Fantasy  -  Indonesia"
"Indonesia",11,"total  -  History","total  -  History  -  Indonesia"
"Indonesia",48,"total  -  Horror","total  -  Horror  -  Indonesia"
"Indonesia",2,"total  -  Music","total  -  Music  -  Indonesia"
"Indonesia",2,"total  -  Musical","total  -  Musical  -  Indonesia"
"Indonesia",73,"total  -  Mystery","total  -  Mystery  -  Indonesia"
