Preco,Tamanho,CEP,Tipo_Imovel,Status_Imovel,Status_Aluguel,Cidade
610000,44043,EN5 2LA,Casa com Quintal,Antigo,Vazio,Recife
305000,44022,UB9 6JE,Cobertura,Antigo,Vazio,Belo Horizonte
660000,44007,W11 2HD,Apartamento,Antigo,Alugado,Natal
1225000,44041,W1T 6BS,Cobertura,Antigo,Vazio,Natal
2550000,44014,SW3 4AR,Cobertura,Antigo,Vazio,Natal
800000,44040,EC2Y 8DN,Apartamento,Antigo,Alugado,Natal
485000,44039,EN2 8BG,Casa sem Quintal,Antigo,Vazio,Salvador
385000,44018,EN5 2LL,Casa sem Quintal,Antigo,Vazio,Recife
460000,44040,W4 4AA,Apartamento,Antigo,Alugado,Natal
262500,44043,IG1 2UH,Apartamento,Antigo,Alugado,Rio de Janeiro
351000,44007,UB5 6JZ,Cobertura,Antigo,Vazio,Ipatinga
1900000,44008,SW6 5TN,Cobertura,Antigo,Vazio,Natal
775000,44012,E14 7NN,Cobertura,Antigo,Vazio,Natal
815000,44001,W5 4BJ,Cobertura,Antigo,Vazio,Natal
360000,44019,TW14 8ER,Casa sem Quintal,Antigo,Vazio,Ipatinga
270000,44001,UB8 2DD,Cobertura,Antigo,Vazio,Belo Horizonte
573750,43871,W8 7NQ,Apartamento,Antigo,Alugado,Natal
301500,44029,EN1 4TY,Apartamento,Antigo,Alugado,Salvador
326000,44008,RM13 8BL,Cobertura,Antigo,Vazio,Santos
750000,44043,SW6 2DR,Apartamento,Antigo,Alugado,Natal
472500,44000,E17 4PU,Cobertura,Antigo,Vazio,Natal
620000,43840,W7 3RB,Cobertura,Antigo,Vazio,Natal
890000,44001,UB8 1XS,Casa com Quintal,Antigo,Vazio,Belo Horizonte
350000,44015,RM10 8ER,Cobertura,Antigo,Vazio,Belo Horizonte
500000,43999,N11 1TG,Cobertura,Antigo,Vazio,Natal
575000,44022,N22 7BJ,Cobertura,Antigo,Alugado,Natal
382000,44004,UB10 8TP,Cobertura,Antigo,Vazio,Belo Horizonte
1185000,44040,TW2 5TQ,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
600000,44040,NW10 1AA,Cobertura,Antigo,Vazio,Natal
865000,44021,HA0 3JE,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
573875,44046,CR4 2AF,Cobertura,Antigo,Vazio,Rio de Janeiro
650000,43922,SW20 8SR,Cobertura,Antigo,Vazio,Natal
850000,44012,SW20 9JE,Cobertura,Antigo,Vazio,Natal
774000,44013,SW20 8SJ,Casa sem Quintal,Antigo,Vazio,Natal
610000,44012,CR5 2AT,Casa com Quintal,Antigo,Vazio,Linhares
600000,44013,SM3 8QT,Casa com Quintal,Antigo,Vazio,Londrina
725000,44008,SW20 9JG,Cobertura,Antigo,Vazio,Natal
550000,44046,HA3 8ET,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
465000,44022,NW9 9JD,Cobertura,Antigo,Vazio,Natal
660000,43945,HA9 7QX,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
527000,44029,CR4 3JD,Cobertura,Antigo,Vazio,Rio de Janeiro
415000,43951,CR0 8BA,Casa sem Quintal,Antigo,Vazio,Fortaleza
560000,44033,NW9 6EN,Casa sem Quintal,Antigo,Vazio,Natal
850000,44050,SE27 0LG,Casa sem Quintal,Antigo,Vazio,Natal
550000,44012,BR6 9QD,Casa com Quintal,Antigo,Vazio,Ipatinga
560000,44029,SE6 2NP,Cobertura,Antigo,Vazio,Natal
1815005,44013,SE22 8UW,Casa sem Quintal,Antigo,Vazio,Natal
430000,44042,DA6 7HQ,Casa sem Quintal,Antigo,Vazio,Uberaba
418000,44043,SE23 2AX,Cobertura,Antigo,Vazio,Natal
280000,44039,SE12 9PG,Apartamento,Antigo,Alugado,Natal
203000,44033,KT1 3SE,Apartamento,Antigo,Alugado,Rio de Janeiro
430000,44008,SM4 4QB,Cobertura,Antigo,Vazio,Santos
330000,44001,,Cobertura,Antigo,Vazio,Natal
317000,43997,BR5 4DH,Cobertura,Antigo,Vazio,Ipatinga
540000,44036,CR5 1JP,Casa com Quintal,Antigo,Vazio,Linhares
408500,44036,BR3 4HS,Cobertura,Antigo,Vazio,Teresina
543250,44019,BR7 6JH,Cobertura,Antigo,Vazio,Santos
375000,44001,SM5 1DA,Cobertura,Antigo,Vazio,Ipatinga
845000,44025,TW1 1DF,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
468550,44015,BR3 4QT,Cobertura,Antigo,Vazio,Teresina
275000,44018,SE9 1EH,Apartamento,Antigo,Alugado,Natal
401000,44022,TW1 4SF,Apartamento,Antigo,Alugado,Belo Horizonte
900101,44042,TW10 6DN,Cobertura,Antigo,Vazio,Osasco
700000,44022,SE4 1BQ,Casa sem Quintal,Antigo,Vazio,Natal
375000,44048,KT9 2BN,Cobertura,Antigo,Vazio,Belo Horizonte
620000,44018,SE10 9EW,Cobertura,Antigo,Vazio,Natal
1067000,44036,SW19 3HJ,Casa com Quintal,Antigo,Vazio,Natal
557000,44012,BR2 7DY,Cobertura,Antigo,Vazio,Belo Horizonte
2250000,44020,SW13 0NT,Cobertura,Antigo,Vazio,Natal
570000,43980,BR3 4HD,Cobertura,Antigo,Vazio,Teresina
850000,44039,BR1 3DU,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
312000,43990,DA1 4JY,Cobertura,Antigo,Vazio,Ipatinga
500000,43980,SE20 7JT,Casa sem Quintal,Antigo,Vazio,Natal
485000,44029,KT3 3SS,Cobertura,Antigo,Vazio,Barueri
450000,44022,BR2 8LE,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
900000,44043,SW2 4JE,Cobertura,Antigo,Vazio,Natal
910000,43914,SE5 9NF,Cobertura,Antigo,Vazio,Natal
425000,44022,DA14 6PW,Cobertura,Antigo,Vazio,Ipatinga
542750,44033,CR2 7JS,Casa sem Quintal,Antigo,Vazio,Ipatinga
715000,44012,SW19 5HZ,Apartamento,Antigo,Alugado,Natal
520000,44029,SM3 9AH,Casa sem Quintal,Antigo,Vazio,Londrina
470000,44011,BR2 0DW,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
440000,44025,BR1 5AW,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
350000,44008,DA5 3EL,Casa sem Quintal,Antigo,Vazio,Santos
355000,44042,DA8 2DT,Casa sem Quintal,Antigo,Vazio,Santos
249000,43985,DA8 1BQ,Apartamento,Antigo,Alugado,Santos
330000,44035,TN16 3LU,Casa sem Quintal,Antigo,Vazio,Ipatinga
330000,44029,KT1 3DX,Apartamento,Antigo,Alugado,Rio de Janeiro
410000,44033,BR5 4EG,Casa com Quintal,Antigo,Vazio,Ipatinga
322500,44008,KT1 3DX,Apartamento,Antigo,Alugado,Rio de Janeiro
187500,43997,KT5 9AG,Apartamento,Antigo,Vazio,Rio de Janeiro
567000,44007,CR2 6EP,Cobertura,Antigo,Vazio,Ipatinga
325000,44015,SE19 2QJ,Apartamento,Antigo,Alugado,Natal
370000,44021,SW19 3TJ,Apartamento,Antigo,Alugado,Natal
299999,44022,CR0 5NL,Apartamento,Antigo,Alugado,Fortaleza
690000,44019,BR3 3GL,Apartamento,Antigo,Alugado,Teresina
500000,44013,BR6 0HP,Cobertura,Antigo,Vazio,Ipatinga
570000,44007,BR3 3DJ,Cobertura,Antigo,Vazio,Teresina
1595000,44029,TW10 7AF,Casa com Quintal,Antigo,Vazio,Osasco
540000,44015,SM2 5HL,Cobertura,Antigo,Vazio,Londrina
420000,44043,SW16 4JQ,Cobertura,Antigo,Vazio,Natal
370000,44015,SE20 8ND,Apartamento,Antigo,Alugado,Natal
270000,44020,SM1 3TZ,Apartamento,Antigo,Alugado,Londrina
420000,44039,BR3 1NR,Apartamento,Antigo,Alugado,Teresina
123750,43987,DA14 6DZ,Apartamento,Antigo,Alugado,Ipatinga
360000,44043,BR1 3NY,Apartamento,Antigo,Alugado,Belo Horizonte
229000,44030,SM6 0JF,Apartamento,Antigo,Alugado,Ipatinga
590000,43977,DA14 5LX,Casa com Quintal,Antigo,Vazio,Ipatinga
250000,44042,CR0 1BA,Apartamento,Antigo,Alugado,Fortaleza
430000,44022,BR3 5NT,Apartamento,Antigo,Alugado,Teresina
540000,44011,N19 4DX,Apartamento,Antigo,Alugado,Natal
1125000,44018,W2 4ES,Apartamento,Antigo,Alugado,Natal
575000,44005,EN4 9BH,Cobertura,Antigo,Vazio,Recife
410000,43909,UB3 3PA,Casa sem Quintal,Antigo,Vazio,Ipatinga
430000,43973,W8 4AF,Apartamento,Antigo,Alugado,Natal
665000,44029,EN5 2QG,Casa sem Quintal,Antigo,Vazio,Recife
460000,43994,NW2 1BD,Casa sem Quintal,Antigo,Vazio,Natal
900000,44043,NW11 6AN,Cobertura,Antigo,Vazio,Natal
680000,44020,NW8 7BA,Apartamento,Antigo,Alugado,Natal
4300000,43893,NW3 2TG,Casa sem Quintal,Antigo,Vazio,Natal
495000,44026,N19 5ER,Apartamento,Antigo,Alugado,Natal
3150000,44035,N2 0QH,Casa com Quintal,Antigo,Vazio,Natal
540000,44008,SW6 5HQ,Apartamento,Antigo,Alugado,Natal
400000,44008,UB4 9QH,Casa sem Quintal,Antigo,Vazio,Ipatinga
430000,44019,HA4 7QZ,Casa sem Quintal,Antigo,Vazio,Ipatinga
390000,44013,TW14 0BA,Cobertura,Antigo,Vazio,Ipatinga
825000,44033,NW4 1TB,Cobertura,Antigo,Vazio,Natal
400000,44036,N12 8TJ,Apartamento,Antigo,Alugado,Natal
220000,43958,SW10 0SN,Apartamento,Antigo,Alugado,Natal
580000,44018,NW5 2QY,Apartamento,Antigo,Alugado,Natal
400000,43917,NW11 7DT,Apartamento,Antigo,Alugado,Natal
2150000,44027,NW11 6QH,Casa com Quintal,Antigo,Vazio,Natal
1425000,44001,SW10 0AG,Apartamento,Antigo,Alugado,Natal
350000,44029,RM12 6ED,Casa sem Quintal,Antigo,Vazio,Santos
760000,44021,N12 7AL,Cobertura,Antigo,Vazio,Natal
277000,44027,NW6 5NS,Apartamento,Antigo,Alugado,Natal
1175000,44022,W14 8HD,Apartamento,Antigo,Alugado,Natal
820000,44025,NW6 6AA,Apartamento,Antigo,Alugado,Natal
285000,44036,NW6 5NR,Apartamento,Antigo,Alugado,Natal
395000,44021,NW3 3LZ,Apartamento,Antigo,Alugado,Natal
770000,44019,W4 3DD,Cobertura,Antigo,Vazio,Natal
380000,44041,UB5 6DB,Cobertura,Antigo,Vazio,Ipatinga
353000,44008,HA5 4NE,Apartamento,Antigo,Alugado,Ipatinga
610000,44026,SE19 3QG,Cobertura,Antigo,Vazio,Natal
382000,44027,SM1 2PY,Cobertura,Antigo,Vazio,Londrina
715000,44029,TW2 5EH,Cobertura,Antigo,Vazio,Belo Horizonte
962301,43997,SE21 8SF,Casa com Quintal,Antigo,Vazio,Natal
830000,44042,SE12 0HP,Casa sem Quintal,Antigo,Vazio,Natal
460000,44020,BR3 3QS,Cobertura,Antigo,Vazio,Teresina
360000,44012,DA16 1EB,Casa sem Quintal,Antigo,Vazio,Suzano
570000,44035,BR2 6DE,Casa com Quintal,Antigo,Vazio,Santos
2485000,44013,SW12 8JL,Casa com Quintal,Antigo,Vazio,Natal
565000,44036,BR3 4SQ,Cobertura,Antigo,Vazio,Teresina
680000,44001,SE12 0HP,Casa sem Quintal,Antigo,Vazio,Natal
327000,44020,CR2 0PR,Cobertura,Antigo,Vazio,Ipatinga
925000,44025,BR3 1HH,Casa sem Quintal,Antigo,Vazio,Teresina
740000,44027,SE7 7JJ,Cobertura,Antigo,Vazio,Natal
805000,43917,SW16 6NB,Cobertura,Antigo,Vazio,Natal
510000,44022,SE9 5HR,Casa sem Quintal,Antigo,Vazio,Natal
780000,44014,TW1 4LG,Cobertura,Antigo,Vazio,Belo Horizonte
1295000,44029,SW15 2DS,Cobertura,Antigo,Vazio,Natal
445000,44019,BR1 5HE,Casa com Quintal,Antigo,Vazio,Belo Horizonte
635000,44008,SE23 1PA,Cobertura,Antigo,Vazio,Natal
1295000,44013,SW2 5RP,Cobertura,Antigo,Vazio,Natal
435000,43987,SE2 9RY,Casa sem Quintal,Antigo,Vazio,Natal
310000,44005,SE18 1EG,Cobertura,Antigo,Vazio,Natal
755000,44050,SW18 3PR,Casa sem Quintal,Antigo,Vazio,Natal
365000,43979,BR5 1RJ,Cobertura,Antigo,Vazio,Ipatinga
425000,44019,BR1 5AS,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
620000,44043,SE4 1RZ,Cobertura,Antigo,Vazio,Natal
425000,43993,DA5 1JF,Casa sem Quintal,Antigo,Vazio,Santos
545000,44042,DA5 1AW,Cobertura,Antigo,Vazio,Santos
1030000,44029,SW17 7DG,Cobertura,Antigo,Vazio,Natal
660000,44012,SW11 6RH,Cobertura,Antigo,Vazio,Natal
960000,44011,SW15 1LZ,Cobertura,Antigo,Vazio,Natal
325000,44014,BR5 4AQ,Casa sem Quintal,Antigo,Vazio,Ipatinga
620000,44011,SE12 0TJ,Casa sem Quintal,Antigo,Vazio,Natal
580000,44027,BR6 9XU,Casa com Quintal,Antigo,Vazio,Ipatinga
275500,44015,DA8 1PH,Cobertura,Antigo,Vazio,Santos
285000,44008,SM6 0PU,Apartamento,Antigo,Alugado,Ipatinga
465000,43998,DA7 4LQ,Casa sem Quintal,Antigo,Vazio,Uberaba
630000,44022,DA5 2BE,Casa com Quintal,Antigo,Vazio,Santos
430000,44015,BR5 4JQ,Casa sem Quintal,Antigo,Vazio,Ipatinga
610000,44007,SE9 2QA,Casa sem Quintal,Antigo,Vazio,Natal
122700,44028,SM6 9ER,Apartamento,Antigo,Alugado,Ipatinga
1142000,44039,DA6 8HN,Casa com Quintal,Antigo,Vazio,Uberaba
500000,44043,CR4 2BL,Cobertura,Antigo,Vazio,Rio de Janeiro
530000,44036,BR1 2RY,Cobertura,Antigo,Vazio,Belo Horizonte
600000,43987,DA15 7LU,Casa sem Quintal,Antigo,Vazio,Ipatinga
350000,44020,SW19 2TA,Cobertura,Antigo,Vazio,Natal
485000,44029,BR1 3HP,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
645000,44021,CR8 3QA,Apartamento,Antigo,Alugado,Ipatinga
305000,44036,BR1 2FQ,Apartamento,Antigo,Alugado,Belo Horizonte
345000,44007,BR3 5NP,Apartamento,Antigo,Alugado,Teresina
1105000,44034,SW19 3HE,Cobertura,Antigo,Vazio,Natal
375000,44033,KT9 1BX,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
695000,44008,SE9 2QG,Casa sem Quintal,Antigo,Vazio,Natal
837500,44027,SM5 3ET,Casa com Quintal,Antigo,Vazio,Ipatinga
260000,43844,CR2 0NT,Apartamento,Antigo,Alugado,Ipatinga
362000,44035,SW16 5PL,Apartamento,Antigo,Alugado,Natal
283000,44042,SW16 5PL,Apartamento,Antigo,Alugado,Natal
325000,44039,SM6 0AG,Apartamento,Antigo,Alugado,Ipatinga
383000,44036,KT6 4LU,Apartamento,Antigo,Alugado,Rio de Janeiro
426000,44018,SM1 3NU,Casa sem Quintal,Antigo,Vazio,Londrina
525000,44022,SE19 3PL,Apartamento,Antigo,Alugado,Natal
650000,44015,BR6 9BF,Casa sem Quintal,Antigo,Vazio,Ipatinga
339000,43992,SE20 8DB,Apartamento,Antigo,Alugado,Natal
1145000,44043,BR1 2FD,Casa com Quintal,Antigo,Vazio,Belo Horizonte
475000,44029,DA16 2HZ,Casa sem Quintal,Antigo,Vazio,Suzano
830000,44013,BR4 0HB,Casa sem Quintal,Antigo,Vazio,Santos
400000,44015,NW9 5ND,Cobertura,Antigo,Vazio,Natal
370000,44008,W14 0NH,Apartamento,Antigo,Alugado,Natal
137000,44013,UB3 5BQ,Apartamento,Antigo,Alugado,Ipatinga
300000,44020,TW14 9QJ,Cobertura,Antigo,Vazio,Ipatinga
420000,44025,UB4 9RE,Casa com Quintal,Antigo,Vazio,Ipatinga
522000,44022,RM5 3UD,Casa sem Quintal,Antigo,Vazio,Canoas
400000,44015,UB8 3RB,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
175000,44043,UB10 0AF,Apartamento,Antigo,Alugado,Belo Horizonte
517000,44022,UB2 5SY,Casa sem Quintal,Antigo,Vazio,Ipatinga
277950,44021,UB5 4AG,Apartamento,Antigo,Alugado,Ipatinga
610000,43994,W9 3EX,Apartamento,Antigo,Alugado,Natal
940000,44012,HA7 3NS,Casa sem Quintal,Antigo,Vazio,Santos
170000,44035,NW2 6QS,Apartamento,Antigo,Alugado,Natal
625000,44027,EN4 8BD,Casa sem Quintal,Antigo,Vazio,Recife
1375000,44043,RM11 3LP,Casa com Quintal,Antigo,Vazio,Santos
525500,44025,W1H 5HH,Apartamento,Antigo,Alugado,Natal
1040000,44036,SW7 4JZ,Apartamento,Antigo,Alugado,Natal
150000,43943,HA8 8SF,Apartamento,Antigo,Alugado,Belo Horizonte
190000,44033,W3 6EX,Apartamento,Antigo,Alugado,Natal
130000,44012,W3 7HY,Apartamento,Antigo,Alugado,Natal
432500,44041,W13 9SS,Apartamento,Antigo,Alugado,Natal
1085000,44015,W10 5LW,Cobertura,Antigo,Vazio,Natal
300000,44040,E15 3QW,Apartamento,Antigo,Vazio,Natal
540000,43958,W14 9BG,Apartamento,Antigo,Alugado,Natal
420000,44018,N19 4EH,Apartamento,Antigo,Alugado,Natal
5000000,44022,N2 0TP,Casa com Quintal,Antigo,Vazio,Natal
150000,43994,SW3 2RE,Apartamento,Antigo,Alugado,Natal
1875000,44028,N1 4JE,Casa sem Quintal,Antigo,Vazio,Natal
725000,44036,E17 8PL,Cobertura,Antigo,Vazio,Natal
722000,44011,N1 2LL,Apartamento,Antigo,Alugado,Natal
600000,44036,NW1 5SD,Apartamento,Antigo,Alugado,Natal
1204999,44022,W6 8NJ,Cobertura,Antigo,Vazio,Natal
170000,43997,NW10 9AL,Apartamento,Antigo,Alugado,Natal
570000,44015,BR3 4HP,Casa sem Quintal,Antigo,Vazio,Teresina
1365000,44015,SW18 5BJ,Cobertura,Antigo,Vazio,Natal
1500000,44022,SW11 6JX,Cobertura,Antigo,Vazio,Natal
580000,44014,CR5 2HB,Casa sem Quintal,Antigo,Vazio,Linhares
980000,44022,SW16 1RD,Casa sem Quintal,Antigo,Vazio,Natal
349950,44025,BR7 6DG,Casa sem Quintal,Antigo,Vazio,Santos
370000,43993,TN16 3BL,Cobertura,Antigo,Vazio,Ipatinga
1600000,44042,SW18 2QF,Cobertura,Antigo,Vazio,Natal
725000,44013,SW12 9JS,Cobertura,Antigo,Vazio,Natal
387995,44011,DA15 8HX,Cobertura,Antigo,Vazio,Ipatinga
1080000,44020,TW1 4HD,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
578000,44026,SE18 2RT,Cobertura,Antigo,Vazio,Natal
1085000,44032,SW14 8DX,Cobertura,Antigo,Vazio,Natal
430000,43913,SW12 8QX,Apartamento,Antigo,Alugado,Natal
625000,44027,SW11 5BX,Casa sem Quintal,Antigo,Vazio,Natal
330000,44013,SM1 4RJ,Cobertura,Antigo,Alugado,Londrina
515000,43980,SM1 3JA,Cobertura,Antigo,Vazio,Londrina
520000,44036,BR4 9ER,Casa sem Quintal,Antigo,Vazio,Santos
1137500,44036,SW17 7PR,Cobertura,Antigo,Vazio,Natal
415000,44043,SM4 6HL,Cobertura,Antigo,Vazio,Santos
780000,44022,SW17 0JN,Cobertura,Antigo,Vazio,Natal
750000,44000,DA14 4ER,Casa sem Quintal,Antigo,Vazio,Ipatinga
1300000,44036,SW18 3QU,Cobertura,Antigo,Vazio,Natal
995000,44033,TW9 2AH,Cobertura,Antigo,Vazio,Osasco
505500,44029,BR3 4QR,Cobertura,Antigo,Vazio,Teresina
632000,44020,BR1 3DX,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
1315000,44036,SW4 8QT,Cobertura,Antigo,Vazio,Natal
735000,44005,SE4 1DU,Cobertura,Antigo,Vazio,Natal
440000,44011,BR2 8EF,Cobertura,Antigo,Vazio,Belo Horizonte
943500,43997,TW10 6DP,Cobertura,Antigo,Vazio,Osasco
1332000,44018,SW18 3SZ,Cobertura,Antigo,Vazio,Natal
430000,43966,BR3 1RY,Cobertura,Antigo,Vazio,Teresina
435000,44040,DA5 3JE,Casa sem Quintal,Antigo,Vazio,Santos
1040000,44036,KT2 6SD,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
300000,44015,BR3 4SZ,Apartamento,Antigo,Alugado,Teresina
180000,43917,DA15 9PF,Apartamento,Antigo,Alugado,Ipatinga
410000,44041,SW19 2BF,Apartamento,Antigo,Alugado,Natal
310000,44050,SW19 2BF,Apartamento,Antigo,Alugado,Natal
365000,44013,DA15 7JP,Apartamento,Antigo,Alugado,Ipatinga
302500,44032,SE20 8JL,Apartamento,Antigo,Alugado,Natal
900000,44015,CR8 3HR,Casa sem Quintal,Antigo,Vazio,Ipatinga
588000,43994,BR2 6HU,Apartamento,Antigo,Alugado,Santos
467000,44025,SE20 8ND,Apartamento,Antigo,Alugado,Natal
292500,43999,KT6 5AA,Apartamento,Antigo,Alugado,Rio de Janeiro
380000,44007,DA15 8HW,Cobertura,Antigo,Vazio,Ipatinga
320000,44013,CR8 5DY,Apartamento,Antigo,Alugado,Ipatinga
210000,44015,SE25 4DZ,Apartamento,Antigo,Alugado,Natal
315000,43985,CR2 7AX,Apartamento,Antigo,Alugado,Ipatinga
450000,44012,SW20 8AW,Apartamento,Antigo,Alugado,Natal
191000,44036,SM3 8QB,Apartamento,Antigo,Alugado,Londrina
247000,44027,CR2 7DN,Apartamento,Antigo,Alugado,Ipatinga
420000,44021,SW19 4RA,Apartamento,Antigo,Alugado,Natal
270500,44036,CR0 4HA,Cobertura,Antigo,Vazio,Fortaleza
650000,44026,SE27 9PY,Cobertura,Antigo,Vazio,Natal
136000,44012,SM1 2GB,Apartamento,Antigo,Alugado,Londrina
944000,44001,BR1 2GD,Casa com Quintal,Antigo,Vazio,Belo Horizonte
557500,43999,BR6 8EB,Casa sem Quintal,Antigo,Vazio,Ipatinga
367500,44022,CR0 9HT,Cobertura,Antigo,Vazio,Fortaleza
2975000,43980,SW19 7DP,Casa sem Quintal,Antigo,Vazio,Natal
260000,44008,DA6 8AE,Apartamento,Antigo,Alugado,Uberaba
245000,44008,SM6 7JJ,Apartamento,Antigo,Alugado,Ipatinga
265000,43994,BR1 3JX,Apartamento,Antigo,Alugado,Belo Horizonte
475000,44015,BR3 6PZ,Apartamento,Antigo,Alugado,Teresina
295000,44001,DA14 6QL,Apartamento,Antigo,Alugado,Ipatinga
462500,44026,SW20 8QB,Apartamento,Antigo,Alugado,Natal
286250,44006,TN16 3GD,Apartamento,Antigo,Alugado,Ipatinga
1025000,43938,W2 3EA,Apartamento,Antigo,Alugado,Natal
680000,44008,EN4 9DN,Casa sem Quintal,Antigo,Vazio,Recife
545000,44015,W14 9BG,Apartamento,Antigo,Alugado,Natal
825000,44022,NW1 5RS,Apartamento,Antigo,Alugado,Natal
590000,44050,NW6 2NT,Apartamento,Antigo,Alugado,Natal
710000,44034,SW6 3UE,Apartamento,Antigo,Alugado,Natal
125000,44022,HA1 3RR,Apartamento,Antigo,Alugado,Rio de Janeiro
1035000,44014,W2 2RN,Apartamento,Antigo,Alugado,Natal
365000,43978,SW1P 4BQ,Apartamento,Antigo,Alugado,Natal
355000,43951,SW3 3DU,Apartamento,Antigo,Alugado,Natal
680000,44000,NW6 2RA,Apartamento,Antigo,Alugado,Natal
458000,44034,E17 5AB,Cobertura,Antigo,Vazio,Natal
1615000,44019,NW11 6NN,Casa sem Quintal,Antigo,Vazio,Natal
520000,44046,N3 2DB,Cobertura,Antigo,Vazio,Natal
570000,44034,E7 8PR,Cobertura,Antigo,Vazio,Natal
590000,44026,NW1 9RE,Apartamento,Antigo,Alugado,Natal
560000,44020,W11 1NL,Apartamento,Antigo,Alugado,Natal
755000,44019,HA2 6BY,Cobertura,Antigo,Vazio,Rio de Janeiro
600000,44032,HA1 4BU,Cobertura,Antigo,Vazio,Rio de Janeiro
793000,44027,SW5 0PL,Apartamento,Antigo,Alugado,Natal
499950,44022,HA0 4UN,Cobertura,Antigo,Vazio,Rio de Janeiro
1550000,44026,W2 5DL,Apartamento,Antigo,Alugado,Natal
475000,44015,N7 9DD,Apartamento,Antigo,Alugado,Natal
1060000,44019,N1 3LL,Cobertura,Antigo,Alugado,Natal
567500,44015,SW1V 2TH,Apartamento,Antigo,Alugado,Natal
465000,44022,NW6 1XJ,Apartamento,Antigo,Alugado,Natal
660000,44012,SW1V 4QQ,Apartamento,Antigo,Alugado,Natal
320000,44042,RM12 5PB,Cobertura,Antigo,Vazio,Santos
435000,44021,EN5 4HP,Cobertura,Antigo,Vazio,Recife
700000,44033,N7 9SE,Apartamento,Antigo,Alugado,Natal
525000,43943,N19 5UB,Apartamento,Antigo,Alugado,Natal
315000,44019,HA3 7AP,Apartamento,Antigo,Alugado,Rio de Janeiro
1475000,44035,SW14 7DF,Casa sem Quintal,Antigo,Vazio,Natal
468000,44019,SE18 2QT,Cobertura,Antigo,Vazio,Natal
405000,44006,DA16 2ST,Cobertura,Antigo,Vazio,Suzano
410000,44048,SE13 6DL,Cobertura,Antigo,Vazio,Natal
217500,44032,SE9 4SD,Apartamento,Antigo,Alugado,Natal
490000,44025,SE9 4TT,Cobertura,Antigo,Vazio,Natal
530000,44005,SE6 1SS,Casa sem Quintal,Antigo,Vazio,Natal
299500,44011,CR2 0QY,Apartamento,Antigo,Alugado,Ipatinga
425000,44008,DA14 4NY,Casa sem Quintal,Antigo,Vazio,Ipatinga
2500000,43951,BR2 6EW,Casa com Quintal,Antigo,Vazio,Santos
463000,44004,CR5 3JE,Cobertura,Antigo,Vazio,Linhares
830000,44034,SE21 8NJ,Cobertura,Antigo,Vazio,Natal
668000,44018,SE6 1SX,Cobertura,Antigo,Vazio,Natal
540000,44004,BR2 7LG,Cobertura,Antigo,Vazio,Belo Horizonte
642000,44018,SW2 4NR,Cobertura,Antigo,Vazio,Natal
262000,43993,CR7 8LY,Apartamento,Antigo,Alugado,Palmas
635000,44001,DA14 4LL,Casa sem Quintal,Antigo,Vazio,Ipatinga
540000,44036,SW17 7UA,Cobertura,Antigo,Vazio,Natal
440000,44029,BR1 4JU,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
475000,44022,DA5 1PR,Casa sem Quintal,Antigo,Vazio,Santos
464000,44028,CR5 2PH,Casa sem Quintal,Antigo,Vazio,Linhares
375000,43980,CR0 9NB,Cobertura,Antigo,Vazio,Fortaleza
1150000,44029,SE14 5LA,Cobertura,Antigo,Vazio,Natal
2000000,44046,SW14 8SZ,Casa com Quintal,Antigo,Vazio,Natal
815000,44026,SE4 2DD,Cobertura,Antigo,Vazio,Natal
755000,44043,SW17 9EL,Cobertura,Antigo,Vazio,Natal
372500,44013,SE18 1RS,Cobertura,Antigo,Vazio,Natal
450000,44039,SE12 0PZ,Cobertura,Antigo,Vazio,Natal
417120,44036,BR2 9SF,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
600000,44048,BR6 0DY,Casa sem Quintal,Antigo,Vazio,Ipatinga
329950,43998,TW9 1YT,Apartamento,Antigo,Alugado,Osasco
366000,44034,SE20 8PL,Cobertura,Antigo,Vazio,Natal
654000,44036,KT2 5EY,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
980000,44027,SE10 8XQ,Casa sem Quintal,Antigo,Vazio,Natal
425000,44034,CR2 8PP,Casa sem Quintal,Antigo,Vazio,Ipatinga
141750,44029,SW19 8GR,Apartamento,Antigo,Alugado,Natal
1260000,44035,BR2 0PY,Casa com Quintal,Antigo,Vazio,Belo Horizonte
370000,44029,SW16 5HE,Apartamento,Antigo,Alugado,Natal
590000,44036,SW19 1HH,Cobertura,Antigo,Vazio,Natal
