Preco,Tamanho,CEP,Tipo_Imovel,Status_Imovel,Status_Aluguel,Cidade
420000,44014,TW1 4PB,Apartamento,Antigo,Alugado,Belo Horizonte
133750,44021,SE10 0SN,Apartamento,Antigo,Alugado,Natal
441300,43994,SW16 1LP,Apartamento,Antigo,Alugado,Natal
315000,44014,SE6 1XR,Apartamento,Antigo,Alugado,Natal
565000,44018,SW11 5BX,Casa sem Quintal,Antigo,Vazio,Natal
530000,44047,SE5 8JA,Apartamento,Antigo,Alugado,Natal
281500,44015,SE13 7NZ,Apartamento,Antigo,Alugado,Natal
415000,44029,TW9 4LN,Apartamento,Antigo,Alugado,Osasco
325010,44015,SE12 8RS,Apartamento,Antigo,Alugado,Natal
800000,44015,SE14 5QA,Casa sem Quintal,Antigo,Vazio,Natal
190000,44008,SE9 6SS,Apartamento,Antigo,Alugado,Natal
617500,43999,SW18 5LD,Apartamento,Antigo,Alugado,Natal
112500,44022,SW18 4FU,Apartamento,Antigo,Alugado,Natal
560000,44026,SW11 5LT,Apartamento,Antigo,Alugado,Natal
642000,44015,SE10 9EL,Cobertura,Antigo,Vazio,Natal
310000,43999,SE23 3PU,Apartamento,Antigo,Alugado,Natal
405000,44043,SE15 2EZ,Apartamento,Antigo,Alugado,Natal
410000,44014,SE8 5EW,Apartamento,Antigo,Alugado,Natal
566000,44021,SE10 0TE,Apartamento,Antigo,Alugado,Natal
450000,44012,SE14 6DL,Cobertura,Antigo,Vazio,Natal
830000,44015,SW11 1DS,Apartamento,Antigo,Alugado,Natal
550000,44014,SW15 2DW,Apartamento,Antigo,Alugado,Natal
465000,44008,SE19 1SP,Apartamento,Antigo,Alugado,Natal
710000,44008,SW12 0EL,Cobertura,Antigo,Alugado,Natal
415000,44022,SE27 0BJ,Apartamento,Antigo,Alugado,Natal
425000,44008,SE7 7LN,Apartamento,Antigo,Alugado,Natal
280250,43992,SE16 7DB,Cobertura,Antigo,Alugado,Natal
610000,43991,SW12 9HG,Apartamento,Antigo,Alugado,Natal
630000,44007,SW4 6AB,Apartamento,Antigo,Alugado,Natal
565000,44011,SW18 4NX,Apartamento,Antigo,Alugado,Natal
465000,43721,SW20 8PS,Apartamento,Antigo,Alugado,Natal
267000,43641,DA15 8AG,Apartamento,Antigo,Alugado,Ipatinga
290000,43721,CR7 8NF,Apartamento,Antigo,Alugado,Palmas
285500,43690,SM1 4PR,Apartamento,Antigo,Alugado,Londrina
165000,43705,DA17 5AG,Apartamento,Antigo,Alugado,Ipatinga
294000,43714,SE19 2AJ,Apartamento,Antigo,Alugado,Natal
290000,43734,KT9 1HA,Apartamento,Antigo,Alugado,Belo Horizonte
315000,43658,CR2 7AE,Apartamento,Antigo,Alugado,Ipatinga
1300000,43735,SW20 0RZ,Apartamento,Antigo,Alugado,Natal
250000,43675,CR8 4HE,Apartamento,Antigo,Alugado,Ipatinga
245000,43669,SE20 8AP,Apartamento,Antigo,Alugado,Natal
210000,43752,CR0 2EY,Apartamento,Antigo,Alugado,Fortaleza
210000,43735,CR4 4DR,Apartamento,Antigo,Alugado,Rio de Janeiro
470000,43735,TN16 3JG,Casa sem Quintal,Antigo,Vazio,Ipatinga
1200000,43738,KT2 7EW,Casa com Quintal,Antigo,Vazio,Rio de Janeiro
245000,43742,SE19 2AS,Apartamento,Antigo,Alugado,Natal
250000,43752,SM3 9LS,Cobertura,Antigo,Vazio,Londrina
385000,43735,SE9 4AB,Apartamento,Antigo,Alugado,Natal
600000,43748,KT2 5TH,Casa com Quintal,Antigo,Vazio,Rio de Janeiro
425000,43742,SE20 7QB,Apartamento,Antigo,Alugado,Natal
450000,43728,CR7 8BZ,Casa sem Quintal,Antigo,Vazio,Palmas
550000,43728,SW19 8QZ,Apartamento,Antigo,Alugado,Natal
3650000,43748,SW20 8TG,Casa com Quintal,Antigo,Vazio,Natal
325000,43733,DA7 5ED,Cobertura,Antigo,Vazio,Uberaba
102000,43753,BR1 3LJ,Apartamento,Antigo,Alugado,Belo Horizonte
600000,43532,CR0 6FU,Casa sem Quintal,Antigo,Vazio,Fortaleza
1501000,43749,BR3 1FD,Casa com Quintal,Antigo,Vazio,Teresina
475000,43749,SE19 2LQ,Apartamento,Antigo,Alugado,Natal
461000,43733,BR3 4HY,Apartamento,Antigo,Alugado,Teresina
356000,43686,SE25 6QA,Apartamento,Antigo,Alugado,Natal
285000,43707,DA1 4BT,Apartamento,Antigo,Alugado,Ipatinga
335950,43756,SM1 2NX,Apartamento,Antigo,Alugado,Londrina
210000,43749,SE19 2AS,Apartamento,Antigo,Alugado,Natal
340000,43721,TW11 8UE,Apartamento,Antigo,Alugado,Belo Horizonte
175000,43721,SE26 4NT,Apartamento,Antigo,Alugado,Natal
342000,43707,SE6 1AT,Apartamento,Antigo,Alugado,Natal
305000,43712,TW12 2RY,Apartamento,Antigo,Alugado,Ipatinga
430000,43721,TW9 1AH,Apartamento,Antigo,Alugado,Osasco
380000,43725,SW2 5QS,Apartamento,Antigo,Alugado,Natal
440000,43692,SE4 1YP,Apartamento,Antigo,Alugado,Natal
240250,43651,E15 3AS,Apartamento,Antigo,Alugado,Natal
385000,43672,SE8 4DZ,Apartamento,Antigo,Alugado,Natal
660005,43719,SW18 2HW,Apartamento,Antigo,Alugado,Natal
250500,43732,SE9 4TG,Apartamento,Antigo,Alugado,Natal
490500,43662,SW16 6LT,Apartamento,Antigo,Alugado,Natal
325000,43704,SW8 4ER,Apartamento,Antigo,Alugado,Natal
450000,43734,TW2 7SQ,Apartamento,Antigo,Alugado,Belo Horizonte
295000,43733,SW2 3DF,Apartamento,Antigo,Alugado,Natal
352000,43738,SE23 1DY,Apartamento,Antigo,Alugado,Natal
463000,43691,SE26 4QG,Apartamento,Antigo,Alugado,Natal
420000,43719,SE19 1QH,Apartamento,Antigo,Alugado,Natal
560000,43707,SW16 2BA,Apartamento,Antigo,Alugado,Natal
1685000,43739,SW18 1AN,Cobertura,Antigo,Vazio,Natal
693000,43717,SW15 1DT,Apartamento,Antigo,Alugado,Natal
375000,43476,E12 6DA,Apartamento,Antigo,Alugado,Natal
290000,43713,SE14 5LU,Apartamento,Antigo,Alugado,Natal
275000,43714,E6 1LW,Apartamento,Antigo,Alugado,Natal
347500,43706,SE26 6SF,Apartamento,Antigo,Alugado,Natal
490000,43679,SE26 5RJ,Cobertura,Antigo,Vazio,Natal
599000,43707,SE22 0LN,Apartamento,Antigo,Alugado,Natal
580000,43704,SE13 7DW,Apartamento,Antigo,Alugado,Natal
357000,43700,SW11 2QY,Apartamento,Antigo,Alugado,Natal
395000,43735,SE13 7DW,Apartamento,Antigo,Alugado,Natal
525000,43733,SW16 2XR,Apartamento,Antigo,Alugado,Natal
330000,43693,SE18 1QB,Apartamento,Antigo,Alugado,Natal
320000,43721,SE6 1TH,Apartamento,Antigo,Alugado,Natal
137437,43770,EN4 0BW,Apartamento,Novo,Alugado,Recife
335250,43739,N12 9RX,Apartamento,Antigo,Alugado,Natal
290000,43726,TW7 6AA,Outro,Antigo,Alugado,Brusque
335250,43739,N12 9RX,Apartamento,Antigo,Alugado,Natal
335250,43739,N12 9RX,Apartamento,Antigo,Alugado,Natal
335250,43739,N12 9RX,Outro,Antigo,Alugado,Natal
335250,43739,N12 9RX,Apartamento,Antigo,Alugado,Natal
160000,43773,EN2 6ER,Apartamento,Antigo,Alugado,Salvador
91650,43727,E9 6QY,Outro,Antigo,Alugado,Natal
160000,43773,EN2 6ER,Apartamento,Antigo,Alugado,Salvador
20000,43686,HA5 4JR,Outro,Antigo,Alugado,Ipatinga
27000,43745,N7 6EU,Outro,Antigo,Vazio,Natal
1600,43775,N15 4JB,Outro,Antigo,Alugado,Natal
756700,43668,N4 2BX,Apartamento,Antigo,Alugado,Natal
625000,43697,E8 3QA,Apartamento,Antigo,Alugado,Natal
725000,44022,KT2 5LR,Cobertura,Antigo,Vazio,Rio de Janeiro
785000,44029,SW20 8BT,Cobertura,Antigo,Vazio,Natal
715000,44034,SW19 2HS,Casa com Quintal,Antigo,Vazio,Natal
560000,44036,KT9 1BA,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
282500,44015,SE25 5NY,Cobertura,Antigo,Vazio,Natal
357500,44029,CR2 7DF,Cobertura,Antigo,Vazio,Ipatinga
490000,44029,KT6 7NS,Cobertura,Antigo,Vazio,Rio de Janeiro
1425000,44013,KT6 6PY,Casa com Quintal,Antigo,Vazio,Rio de Janeiro
445000,44026,CR0 6NJ,Cobertura,Antigo,Vazio,Fortaleza
410000,44004,SM5 2JX,Cobertura,Antigo,Vazio,Ipatinga
1055050,44034,KT2 6HE,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
345000,44027,CR2 6JR,Cobertura,Antigo,Vazio,Ipatinga
530000,44012,CR5 3JF,Cobertura,Antigo,Vazio,Linhares
470000,44043,SM4 4EX,Cobertura,Antigo,Vazio,Santos
450000,44046,KT9 1JP,Cobertura,Antigo,Vazio,Belo Horizonte
575000,43697,E8 3QA,Apartamento,Antigo,Alugado,Natal
1800000,43698,E8 3QA,Apartamento,Antigo,Alugado,Natal
400000,43777,W3 6JF,Apartamento,Antigo,Alugado,Natal
415000,43777,W3 6JF,Apartamento,Antigo,Alugado,Natal
322500,43763,W5 2QS,Apartamento,Antigo,Alugado,Natal
145000,43768,EC3A 7AB,Outro,Antigo,Alugado,Natal
900000,43742,NW2 6FU,Cobertura,Antigo,Alugado,Natal
23500,43781,N14 6EG,Outro,Antigo,Alugado,Natal
254500,43739,N12 9RX,Apartamento,Antigo,Alugado,Natal
335250,43739,N12 9RX,Apartamento,Antigo,Alugado,Natal
276925,43739,N12 9RX,Apartamento,Antigo,Alugado,Natal
335250,43739,N12 9RX,Apartamento,Antigo,Alugado,Natal
335250,43739,N12 9RX,Apartamento,Antigo,Alugado,Natal
9320,43784,N1 1EX,Outro,Antigo,Vazio,Natal
50000,43671,N19 5SE,Outro,Antigo,Alugado,Natal
5500000,43726,EC2R 6LL,Outro,Antigo,Alugado,Natal
14000,43783,,Outro,Antigo,Alugado,Natal
500000,43784,E9 7DT,Outro,Antigo,Vazio,Natal
120000,43791,NW6 2NP,Cobertura,Antigo,Vazio,Natal
105700000,43675,NW1 3HP,Outro,Antigo,Vazio,Natal
180000,43668,SE20 8LA,Cobertura,Antigo,Vazio,Natal
370000,43672,CR2 0AA,Outro,Antigo,Vazio,Ipatinga
1610000,43803,SE17 2TG,Outro,Antigo,Vazio,Natal
420000,43749,SW19 1TU,Apartamento,Antigo,Alugado,Natal
21849114,43699,SM1 2RF,Outro,Antigo,Alugado,Londrina
880000,44043,KT17 3HN,Casa com Quintal,Antigo,Vazio,Santos
130000,43798,DA17 5QQ,Outro,Antigo,Alugado,Ipatinga
2440000,43735,SM1 2GD,Outro,Antigo,Alugado,Londrina
2440000,43735,SM1 2NP,Outro,Antigo,Alugado,Londrina
10000,43704,,Outro,Antigo,Vazio,Santos
300000,43699,,Outro,Antigo,Alugado,Teresina
281500,43720,SE20 8DD,Apartamento,Antigo,Alugado,Natal
85000,43710,CR0 1DP,Apartamento,Antigo,Alugado,Fortaleza
10000,43738,CR7 6JB,Outro,Antigo,Alugado,Palmas
51000,43748,,Outro,Antigo,Vazio,Santos
195000,43531,SW19 2ED,Apartamento,Antigo,Alugado,Natal
5900,43747,DA18 4DB,Outro,Antigo,Vazio,Santos
650000,43759,SE19 2JA,Apartamento,Antigo,Alugado,Natal
25450,43755,SM5 2LB,Outro,Antigo,Vazio,Ipatinga
400000,43708,CR0 2LG,Outro,Antigo,Alugado,Fortaleza
260000,43753,CR7 7RB,Apartamento,Antigo,Alugado,Palmas
1000,43765,,Outro,Antigo,Vazio,Santos
1000,43765,,Outro,Antigo,Vazio,Santos
480000,43761,CR8 3BJ,Apartamento,Antigo,Alugado,Ipatinga
500000,43754,SM6 0NN,Outro,Antigo,Alugado,Ipatinga
250000,43517,CR5 1AN,Apartamento,Antigo,Alugado,Linhares
375000,43601,E17 9JX,Casa sem Quintal,Antigo,Vazio,Natal
480000,44001,SE8 3JP,Apartamento,Antigo,Alugado,Natal
555000,44022,SE22 9AT,Apartamento,Antigo,Alugado,Natal
365000,44013,BR1 5QF,Cobertura,Antigo,Vazio,Belo Horizonte
390000,44048,SE1 6FS,Apartamento,Antigo,Alugado,Natal
410000,44014,IG11 7RD,Cobertura,Antigo,Vazio,Belo Horizonte
440000,44029,SW16 2BQ,Apartamento,Antigo,Alugado,Natal
270000,44008,SE13 5LE,Apartamento,Antigo,Alugado,Natal
485000,44029,TW1 4BH,Apartamento,Antigo,Alugado,Belo Horizonte
342000,44004,SW14 7RD,Apartamento,Antigo,Alugado,Natal
440750,44022,SW16 1QL,Apartamento,Antigo,Alugado,Natal
527000,44036,SW17 9NE,Apartamento,Antigo,Alugado,Natal
405000,44022,SE8 5EU,Apartamento,Antigo,Alugado,Natal
590000,44018,E20 1HU,Apartamento,Antigo,Alugado,Natal
363000,44004,E6 3LF,Cobertura,Antigo,Vazio,Natal
450000,44040,E16 1UX,Apartamento,Antigo,Alugado,Natal
2642250,43980,SE1 7GS,Apartamento,Antigo,Alugado,Natal
408400,44001,SW16 2BH,Apartamento,Antigo,Alugado,Natal
256500,44025,SE10 0UJ,Apartamento,Antigo,Alugado,Natal
295000,44008,SW16 5SA,Apartamento,Antigo,Alugado,Natal
265000,43994,SW17 6DA,Apartamento,Antigo,Alugado,Natal
300000,44008,E16 2PL,Apartamento,Antigo,Alugado,Natal
680000,43987,SE24 9JL,Apartamento,Antigo,Alugado,Natal
275500,44043,SE12 0HT,Apartamento,Antigo,Alugado,Natal
749950,44050,SW18 5AL,Apartamento,Antigo,Alugado,Natal
265000,44022,SW16 2NU,Apartamento,Antigo,Alugado,Natal
260000,44014,SE7 7UD,Apartamento,Antigo,Alugado,Natal
410000,44012,E16 2NY,Apartamento,Antigo,Alugado,Natal
370000,44004,E16 2FL,Apartamento,Antigo,Alugado,Natal
300000,44036,SW16 5SA,Apartamento,Antigo,Alugado,Natal
685000,44043,SW17 9TF,Apartamento,Antigo,Alugado,Natal
580000,44029,SW17 7SH,Apartamento,Antigo,Alugado,Natal
485000,44012,SE6 2LD,Apartamento,Antigo,Alugado,Natal
600000,43759,CR3 0DH,Casa sem Quintal,Antigo,Vazio,Araraquara
1035000,43756,KT2 5HU,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
332500,43609,SE20 8LA,Apartamento,Antigo,Alugado,Natal
440000,43686,CR8 3BJ,Apartamento,Antigo,Alugado,Ipatinga
290000,43763,SW19 3LD,Apartamento,Antigo,Alugado,Natal
122500,43735,SE26 5FH,Apartamento,Antigo,Alugado,Natal
370000,43763,SW16 4RA,Apartamento,Antigo,Alugado,Natal
340000,43756,SM4 6SS,Apartamento,Antigo,Alugado,Santos
260000,43769,KT6 4DE,Apartamento,Antigo,Alugado,Rio de Janeiro
220000,43763,SE26 5ND,Apartamento,Antigo,Alugado,Natal
312000,43756,CR7 7HU,Apartamento,Antigo,Alugado,Palmas
600000,43756,CR3 0DH,Casa sem Quintal,Antigo,Vazio,Araraquara
195000,43740,CR7 8JL,Apartamento,Antigo,Alugado,Palmas
399950,43749,SE25 6DD,Apartamento,Antigo,Alugado,Natal
399500,43775,BR6 7BA,Apartamento,Antigo,Alugado,Ipatinga
825000,43777,BR6 7JS,Casa com Quintal,Antigo,Vazio,Ipatinga
439000,43761,CR0 7NJ,Apartamento,Antigo,Alugado,Fortaleza
310000,43748,DA7 4QU,Apartamento,Antigo,Alugado,Uberaba
340000,43763,CR8 3AN,Apartamento,Antigo,Alugado,Ipatinga
285000,43768,SW17 9DG,Apartamento,Antigo,Alugado,Natal
447000,43777,CR8 4LA,Apartamento,Antigo,Alugado,Ipatinga
305000,43749,CR0 1AE,Apartamento,Antigo,Alugado,Fortaleza
325000,43693,DA15 8LH,Apartamento,Antigo,Alugado,Ipatinga
200000,43721,SE25 5PH,Apartamento,Antigo,Alugado,Natal
240000,43749,CR7 8JL,Apartamento,Antigo,Alugado,Palmas
400000,43768,BR5 3PG,Cobertura,Antigo,Vazio,Ipatinga
233796,43768,SW17 9DG,Apartamento,Antigo,Alugado,Natal
215000,43782,KT5 8PJ,Apartamento,Antigo,Alugado,Rio de Janeiro
1800000,43690,SW19 4JL,Cobertura,Antigo,Vazio,Natal
875000,43752,SW20 8LD,Cobertura,Antigo,Vazio,Natal
210000,43749,CR7 8NF,Apartamento,Antigo,Alugado,Palmas
270000,43788,SM1 4RL,Apartamento,Antigo,Alugado,Londrina
300000,43724,E13 0LR,Apartamento,Antigo,Alugado,Natal
490000,43753,SW17 0QG,Apartamento,Antigo,Alugado,Natal
710000,43738,SE22 8RS,Apartamento,Antigo,Alugado,Natal
745000,43693,SW11 3AA,Apartamento,Antigo,Alugado,Natal
3250000,43731,SW18 2SZ,Casa com Quintal,Antigo,Vazio,Natal
199750,43735,IG11 8JZ,Apartamento,Antigo,Alugado,Belo Horizonte
440000,43725,SE27 0PE,Apartamento,Antigo,Alugado,Natal
550000,43755,SW2 5AP,Cobertura,Antigo,Vazio,Natal
587500,43735,SE22 8RS,Apartamento,Antigo,Alugado,Natal
376000,43699,SW4 7RA,Apartamento,Antigo,Alugado,Natal
520000,43749,SW9 6AR,Apartamento,Antigo,Alugado,Natal
523000,43685,SE5 8NA,Apartamento,Antigo,Alugado,Natal
350000,43724,TW12 2BS,Apartamento,Antigo,Alugado,Ipatinga
610000,43726,TW10 6JX,Apartamento,Antigo,Alugado,Osasco
335000,43616,SE15 2ND,Apartamento,Antigo,Alugado,Natal
280000,43755,SE13 6BZ,Apartamento,Antigo,Alugado,Natal
584000,43739,SE21 8NL,Apartamento,Antigo,Alugado,Natal
350000,43749,SE4 2EN,Apartamento,Antigo,Alugado,Natal
670000,43572,SW13 0NZ,Apartamento,Antigo,Alugado,Natal
420000,43693,SW11 3AA,Apartamento,Antigo,Alugado,Natal
570000,43672,SW15 5FA,Apartamento,Novo,Alugado,Natal
355000,43755,SE13 6SX,Apartamento,Antigo,Alugado,Natal
426000,43734,SE22 8RS,Apartamento,Antigo,Alugado,Natal
490000,43749,SE12 8UE,Apartamento,Antigo,Alugado,Natal
299000,43735,SW16 5SA,Apartamento,Antigo,Alugado,Natal
320000,43745,SW18 2LL,Apartamento,Antigo,Alugado,Natal
800000,43662,SE1 1AU,Apartamento,Novo,Alugado,Natal
415000,43742,SE23 2PY,Apartamento,Antigo,Alugado,Natal
495000,43749,SW2 4XL,Apartamento,Antigo,Alugado,Natal
396100,43741,SW13 9EW,Apartamento,Antigo,Alugado,Natal
515750,43762,E13 0HB,Cobertura,Antigo,Vazio,Natal
830000,43756,SW18 3JB,Casa sem Quintal,Antigo,Vazio,Natal
625000,43777,W3 6JF,Apartamento,Antigo,Alugado,Natal
385000,43777,W3 6JF,Apartamento,Antigo,Alugado,Natal
7214110,43759,,Outro,Antigo,Alugado,Natal
1650000,43781,UB1 1JY,Outro,Antigo,Vazio,Ipatinga
242500,43767,N2 8AU,Outro,Antigo,Alugado,Natal
600000,43782,E9 7HJ,Outro,Antigo,Alugado,Natal
243750,43774,EN1 2PT,Apartamento,Antigo,Alugado,Salvador
205000,43777,N14 5PH,Apartamento,Antigo,Alugado,Natal
10000,43791,UB3 4NS,Outro,Antigo,Alugado,Ipatinga
1472965,43794,N20 0LH,Outro,Antigo,Alugado,Natal
243750,43774,EN1 2PT,Apartamento,Antigo,Alugado,Salvador
290000,43525,N17 6HN,Apartamento,Antigo,Alugado,Natal
135000,43802,HA2 6ND,Outro,Antigo,Alugado,Rio de Janeiro
220892,43721,HA9 8BE,Apartamento,Novo,Alugado,Rio de Janeiro
261583,43721,HA9 8BE,Apartamento,Novo,Alugado,Rio de Janeiro
217017,43721,HA9 8BE,Apartamento,Novo,Alugado,Rio de Janeiro
339088,43721,HA9 8BE,Apartamento,Novo,Alugado,Rio de Janeiro
271271,43721,HA9 8BE,Apartamento,Novo,Alugado,Rio de Janeiro
18000,43811,E9 7JA,Outro,Antigo,Alugado,Natal
117000,43812,N7 9HD,Outro,Antigo,Alugado,Natal
340000,43819,W7 3HS,Apartamento,Antigo,Alugado,Natal
954232,43651,EC3N 1BJ,Outro,Antigo,Alugado,Natal
488750,43651,E1 1DB,Outro,Antigo,Alugado,Natal
488750,43651,E1 1BY,Outro,Antigo,Alugado,Natal
488750,43651,E1 1DE,Outro,Antigo,Alugado,Natal
561727,43651,HA1 1FD,Outro,Antigo,Alugado,Rio de Janeiro
475051,43651,HA6 3BG,Outro,Antigo,Alugado,Ipatinga
599199,43651,EC3N 1BD,Outro,Antigo,Alugado,Natal
511364,43651,HA6 2XW,Outro,Antigo,Alugado,Ipatinga
408957,43651,EC3N 1BD,Outro,Antigo,Alugado,Natal
360833,43651,N3 2RY,Outro,Antigo,Alugado,Natal
360833,43651,N3 1RJ,Outro,Antigo,Alugado,Natal
360833,43651,N3 2RY,Outro,Antigo,Alugado,Natal
320000,43712,CR8 2LA,Outro,Antigo,Alugado,Ipatinga
199500,43619,DA8 2PT,Cobertura,Antigo,Vazio,Santos
275000,43768,SM6 9BN,Apartamento,Antigo,Alugado,Ipatinga
260000,43768,SM6 9BN,Apartamento,Antigo,Alugado,Ipatinga
15000,43774,SE9 4QP,Outro,Antigo,Vazio,Natal
265000,43783,DA17 5JZ,Casa sem Quintal,Antigo,Vazio,Ipatinga
15000,43682,BR1 3PW,Outro,Antigo,Alugado,Belo Horizonte
16915,43787,,Outro,Antigo,Vazio,Santos
48735,43787,,Outro,Antigo,Vazio,Santos
12200,43788,DA7 6RG,Outro,Antigo,Vazio,Uberaba
298000,43749,DA7 4AE,Apartamento,Antigo,Alugado,Uberaba
450000,43787,SM4 4LZ,Outro,Antigo,Vazio,Santos
300000,43762,CR0 1XX,Outro,Antigo,Vazio,Fortaleza
300000,43713,BR1 3PY,Outro,Antigo,Alugado,Belo Horizonte
205500,43789,CR0 8BJ,Outro,Antigo,Alugado,Fortaleza
2388516,43787,CR0 5BY,Outro,Antigo,Alugado,Fortaleza
525000,43788,CR2 7DZ,Cobertura,Novo,Vazio,Ipatinga
1200000,43798,SW20 9AP,Cobertura,Antigo,Vazio,Natal
4000000,43804,KT1 1PH,Outro,Antigo,Alugado,Rio de Janeiro
2772893,43719,KT22 0DP,Outro,Antigo,Vazio,Santos
103680,43763,E9 6JN,Outro,Antigo,Vazio,Natal
500000,43567,CR2 8LL,Cobertura,Antigo,Vazio,Ipatinga
379950,43798,CR0 0LQ,Casa sem Quintal,Antigo,Vazio,Fortaleza
502500,43677,KT1 2TL,Apartamento,Antigo,Alugado,Rio de Janeiro
515000,43797,DA6 8EL,Casa sem Quintal,Antigo,Vazio,Uberaba
475000,43818,SE19 2DJ,Apartamento,Antigo,Alugado,Natal
486500,43817,CR2 9EZ,Casa com Quintal,Antigo,Vazio,Ipatinga
1625000,43735,BR3 1FD,Casa com Quintal,Antigo,Vazio,Teresina
350000,43819,KT2 6QA,Apartamento,Antigo,Alugado,Rio de Janeiro
305000,43819,CR7 7JW,Apartamento,Antigo,Alugado,Palmas
225000,43812,SM4 5HN,Apartamento,Antigo,Alugado,Santos
690800,43816,KT2 5FW,Apartamento,Novo,Alugado,Rio de Janeiro
550000,43679,CR2 7DZ,Cobertura,Novo,Vazio,Ipatinga
295000,43812,CR0 1GA,Apartamento,Novo,Alugado,Fortaleza
472500,43601,CR0 1FX,Apartamento,Novo,Alugado,Fortaleza
500000,43777,KT3 4DZ,Apartamento,Novo,Alugado,Barueri
617500,43791,KT3 4DZ,Apartamento,Novo,Alugado,Barueri
475000,43781,KT3 4DZ,Apartamento,Novo,Alugado,Barueri
410000,43677,CR0 5EF,Apartamento,Novo,Alugado,Fortaleza
550000,43782,KT3 4DZ,Apartamento,Novo,Alugado,Barueri
284000,43817,CR2 6FU,Apartamento,Novo,Alugado,Ipatinga
465000,43749,DA8 2HX,Casa sem Quintal,Novo,Vazio,Santos
510400,43663,KT2 5FU,Apartamento,Novo,Alugado,Rio de Janeiro
450000,43782,KT3 4DZ,Apartamento,Novo,Alugado,Barueri
1040000,43787,SE26 6HH,Cobertura,Novo,Vazio,Natal
575000,43790,KT3 4DZ,Apartamento,Novo,Alugado,Barueri
825000,43699,SW19 1PG,Cobertura,Antigo,Vazio,Natal
887000,43728,SW15 2LA,Apartamento,Antigo,Alugado,Natal
669999,43705,SE15 3NY,Cobertura,Antigo,Vazio,Natal
405000,43764,SE5 8PX,Apartamento,Antigo,Alugado,Natal
610000,43759,SW16 6BN,Cobertura,Novo,Vazio,Natal
184000,43769,SW18 4FR,Apartamento,Antigo,Alugado,Natal
395000,43525,SE18 5LU,Apartamento,Antigo,Alugado,Natal
800000,44028,SM2 5LW,Casa sem Quintal,Antigo,Vazio,Londrina
1250000,44022,KT3 3AX,Casa com Quintal,Antigo,Vazio,Barueri
725000,43994,KT2 5QL,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
845000,44029,KT6 5BX,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
499950,44022,KT9 1AS,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
1955000,44035,SW14 8RX,Casa sem Quintal,Antigo,Vazio,Natal
535000,44028,SM4 5RE,Casa sem Quintal,Antigo,Vazio,Santos
570000,44050,SM5 3BN,Casa sem Quintal,Antigo,Vazio,Ipatinga
2900000,44013,TW10 5BX,Casa com Quintal,Antigo,Vazio,Osasco
510000,43768,TW11 8HH,Apartamento,Antigo,Alugado,Belo Horizonte
750000,43742,SW11 3LW,Apartamento,Antigo,Alugado,Natal
563680,43742,SW2 1EP,Apartamento,Antigo,Alugado,Natal
535000,43759,SW2 3LX,Apartamento,Antigo,Alugado,Natal
837500,43668,SW11 1HJ,Apartamento,Antigo,Alugado,Natal
950000,43770,SW15 2LA,Apartamento,Antigo,Alugado,Natal
450000,43748,SE23 2AH,Apartamento,Antigo,Alugado,Natal
845000,43749,SE1 7RB,Apartamento,Antigo,Alugado,Natal
480000,43748,SW18 4PD,Apartamento,Antigo,Alugado,Natal
890000,43742,SW12 8HF,Apartamento,Antigo,Alugado,Natal
945000,43775,SE14 5PY,Cobertura,Antigo,Vazio,Natal
450000,43769,SE3 8BS,Apartamento,Antigo,Alugado,Natal
485000,43769,SE3 8BS,Apartamento,Antigo,Alugado,Natal
656500,43738,SW11 6HT,Apartamento,Antigo,Alugado,Natal
590000,43769,TW12 2BS,Apartamento,Antigo,Alugado,Ipatinga
359950,43770,TW2 7RB,Apartamento,Antigo,Alugado,Belo Horizonte
180000,43754,IG11 8UP,Apartamento,Antigo,Alugado,Belo Horizonte
450000,43738,SE22 8RS,Apartamento,Antigo,Alugado,Natal
490000,43756,SW18 3DE,Apartamento,Antigo,Alugado,Natal
630000,43768,SE5 9LB,Apartamento,Antigo,Alugado,Natal
415000,43769,SE17 1RL,Apartamento,Antigo,Alugado,Natal
493000,43734,SE27 9RP,Apartamento,Antigo,Alugado,Natal
345000,43728,SE14 6TW,Apartamento,Antigo,Alugado,Natal
350000,43761,SW11 1EN,Apartamento,Antigo,Alugado,Natal
325000,43763,SE18 1BA,Apartamento,Antigo,Alugado,Natal
504000,43770,SE15 3RG,Apartamento,Antigo,Alugado,Natal
315000,43651,HA6 2XW,Outro,Antigo,Alugado,Ipatinga
360833,43651,N3 1RJ,Outro,Antigo,Alugado,Natal
561727,43651,,Outro,Antigo,Alugado,Rio de Janeiro
238000,43816,TW13 7BJ,Cobertura,Antigo,Vazio,Ipatinga
189000,43822,UB8 1NF,Apartamento,Novo,Alugado,Belo Horizonte
100000,43791,TW3 3RP,Outro,Antigo,Vazio,Belo Horizonte
636500,43742,E14 0TT,Apartamento,Antigo,Alugado,Natal
540000,43797,E17 9SL,Apartamento,Novo,Alugado,Natal
335000,43614,UB10 0WJ,Apartamento,Novo,Alugado,Belo Horizonte
